*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(26.419708, 4.0, -10.254875)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(7.134018, 4.0, -3.4332237)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-20.08528, 4.0, 16.634064)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-12.630743, 4.0, 1.0160255)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(31.188646, 4.0, -27.143763)
NEWD!A!5!templateshirt.JPG!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(8.540983, 4.0, -10.629776)
0$B(0.0, -4.1499996, 0.0)$0P$(26.419708, 4.0, -10.254875)$258.07$leftShoulderJoint:(0.5096054, -0.8190238, -2.9742472E-8, 0.26363277);leftElbowJoint:(0.094918676, -0.26874703, 3.4160497E-8, 0.95852256);rightShoulderJoint:(-0.70354813, 0.6833332, 1.0647465E-7, 0.19512987);rightElbowJoint:(0.07100155, -0.14319642, 1.8205292E-9, 0.9871442);$0.0$1A$(7.134018, 4.0, -3.4332237)$109.72355$0$4.0$2A$(-20.08528, 4.0, 16.634064)$120.280334$0$4.0$3A$(-12.630743, 4.0, 1.0160255)$106.343475$0$4.0$4A$(31.188646, 4.0, -27.143763)$282.33316$0$0.0$5A$(8.540983, 4.0, -10.629776)$260.3942$0$0.0$
2440$B(10.117034, 3.6161919, -14.765131)$0P$(11.71387, 4.078416, -15.09218)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.958053, 4.0779347, -16.317434)$41.969383$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.641724, 4.0741854, -30.810194)$246.24182$0$4.0$4A$(15.476029, 4.076963, -33.097065)$258.65973$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2441$B(10.117034, 3.6161919, -14.765131)$0P$(11.71387, 4.078416, -15.09218)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.958053, 4.0779347, -16.317434)$41.359333$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.641724, 4.0741854, -30.810194)$246.24182$0$4.0$4A$(15.476029, 4.076963, -33.097065)$258.04968$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2442$B(10.117034, 3.6161919, -14.765131)$0P$(11.71387, 4.078416, -15.09218)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.958053, 4.0779347, -16.317434)$38.925503$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.641724, 4.0741854, -30.810194)$246.24182$0$4.0$4A$(15.476029, 4.076963, -33.097065)$255.61584$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2443$B(10.117034, 3.6161919, -14.765131)$0P$(11.646193, 4.0786967, -15.018555)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.9580216, 4.077935, -16.317442)$37.124187$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.582687, 4.074879, -30.830433)$246.24182$0$4.0$4A$(15.41693, 4.0770707, -33.11929)$257.41714$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2444$B(10.049356, 3.6164727, -14.691505)$0P$(11.578517, 4.078681, -14.944934)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.95799, 4.077935, -16.31745)$36.005714$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.523759, 4.0756764, -30.850477)$247.36029$0$4.0$4A$(15.354502, 4.0767713, -33.10671)$258.5356$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2445$B(9.981681, 3.616457, -14.617885)$0P$(11.578517, 4.078681, -14.944934)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.95799, 4.077935, -16.31745)$35.34457$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.523759, 4.0756764, -30.850477)$248.02144$0$4.0$4A$(15.354502, 4.0767713, -33.10671)$257.87448$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2446$B(9.981681, 3.616457, -14.617885)$0P$(11.578517, 4.078681, -14.944934)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.95799, 4.077935, -16.31745)$34.721992$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.523759, 4.0756764, -30.850477)$248.64401$0$4.0$4A$(15.354502, 4.0767713, -33.10671)$257.2519$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2447$B(9.981681, 3.616457, -14.617885)$0P$(11.578517, 4.078681, -14.944934)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.95799, 4.077935, -16.31745)$34.101025$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.523759, 4.0756764, -30.850477)$249.26498$0$4.0$4A$(15.354502, 4.0767713, -33.10671)$257.87286$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2448$B(9.981681, 3.616457, -14.617885)$0P$(11.510841, 4.0786667, -14.871313)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.957969, 4.077941, -16.31746)$33.36541$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.463641, 4.076179, -30.86805)$250.0006$0$4.0$4A$(15.291467, 4.0768733, -33.110546)$258.6085$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2449$B(9.914005, 3.6164427, -14.544264)$0P$(11.510841, 4.0786667, -14.871313)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.957969, 4.077941, -16.31746)$32.708817$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.463641, 4.076179, -30.86805)$250.0006$0$4.0$4A$(15.291467, 4.0768733, -33.110546)$258.6085$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2450$B(9.914005, 3.6164427, -14.544264)$0P$(11.510841, 4.0786667, -14.871313)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.957969, 4.077941, -16.31746)$31.741598$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.463641, 4.076179, -30.86805)$250.0006$0$4.0$4A$(15.291467, 4.0768733, -33.110546)$258.6085$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2451$B(9.914005, 3.6164427, -14.544264)$0P$(11.510841, 4.0786667, -14.871313)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.957969, 4.077941, -16.31746)$30.804544$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.463641, 4.076179, -30.86805)$250.0006$0$4.0$4A$(15.291467, 4.0768733, -33.110546)$259.54553$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2452$B(9.914005, 3.6164427, -14.544264)$0P$(11.443166, 4.078502, -14.797692)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.95794, 4.0779357, -16.317465)$29.673405$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.403037, 4.076584, -30.884338)$251.13173$0$4.0$4A$(15.228083, 4.076742, -33.11373)$259.54553$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2453$B(9.84633, 3.6162782, -14.470643)$0P$(11.443166, 4.078502, -14.797692)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.95794, 4.0779357, -16.317465)$28.975935$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.403037, 4.076584, -30.884338)$251.8292$0$4.0$4A$(15.228083, 4.076742, -33.11373)$260.243$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2454$B(9.84633, 3.6162782, -14.470643)$0P$(11.443166, 4.078502, -14.797692)$329.9542$leftShoulderJoint:(0.27706066, -0.052387606, -7.3749726E-9, 0.95942324);leftElbowJoint:(-0.4377436, 0.33235788, -4.2246093E-8, 0.83541536);rightShoulderJoint:(-0.07111, 0.18541741, 2.6235808E-8, 0.9800835);rightElbowJoint:(0.26664895, 0.21454747, 6.8370647E-9, 0.9396104);$10.0$1A$(7.95794, 4.0779357, -16.317465)$28.346287$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.403037, 4.076584, -30.884338)$251.8292$0$4.0$4A$(15.228083, 4.076742, -33.11373)$259.61337$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2455$B(9.84633, 3.6162782, -14.470643)$0P$(11.443166, 4.078502, -14.797692)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.95794, 4.0779357, -16.317465)$27.724268$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.403037, 4.076584, -30.884338)$251.8292$0$4.0$4A$(15.228083, 4.076742, -33.11373)$258.99136$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2456$B(9.874391, 3.7263155, -14.365921)$0P$(11.443166, 4.078502, -14.797692)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.95794, 4.0779357, -16.317465)$27.10092$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.403037, 4.076584, -30.884338)$251.8292$0$4.0$4A$(15.228083, 4.076742, -33.11373)$259.61472$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2457$B(9.874391, 3.7263155, -14.365921)$0P$(11.37549, 4.078612, -14.7240715)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.957908, 4.077935, -16.317472)$26.282923$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.341999, 4.076903, -30.899374)$252.64719$0$4.0$4A$(15.165, 4.076686, -33.119713)$260.4327$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2458$B(9.806715, 3.7264252, -14.292299)$0P$(11.37549, 4.078612, -14.7240715)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.957908, 4.077935, -16.317472)$25.403824$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.341999, 4.076903, -30.899374)$252.64719$0$4.0$4A$(15.165, 4.076686, -33.119713)$261.3118$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2459$B(9.806715, 3.7264252, -14.292299)$0P$(11.37549, 4.078612, -14.7240715)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.957908, 4.077935, -16.317472)$24.516115$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.341999, 4.076903, -30.899374)$252.64719$0$4.0$4A$(15.165, 4.076686, -33.119713)$262.1995$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2460$B(9.806715, 3.7264252, -14.292299)$0P$(11.37549, 4.078612, -14.7240715)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.957908, 4.077935, -16.317472)$23.535877$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.341999, 4.076903, -30.899374)$252.64719$0$4.0$4A$(15.165, 4.076686, -33.119713)$261.21927$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2461$B(9.806715, 3.7264252, -14.292299)$0P$(11.307814, 4.078766, -14.650451)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578767, 4.0779357, -16.31748)$22.610653$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.281117, 4.0775037, -30.913342)$252.64719$0$4.0$4A$(15.109294, 4.076893, -33.149162)$262.1445$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2462$B(9.739038, 3.7265792, -14.218679)$0P$(11.307814, 4.078766, -14.650451)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578767, 4.0779357, -16.31748)$21.975407$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.281117, 4.0775037, -30.913342)$252.64719$0$4.0$4A$(15.109294, 4.076893, -33.149162)$262.1445$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2463$B(9.739038, 3.7265792, -14.218679)$0P$(11.307814, 4.078766, -14.650451)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578767, 4.0779357, -16.31748)$21.363047$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.281117, 4.0775037, -30.913342)$252.64719$0$4.0$4A$(15.109294, 4.076893, -33.149162)$262.1445$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2464$B(9.739038, 3.7265792, -14.218679)$0P$(11.307814, 4.078766, -14.650451)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578767, 4.0779357, -16.31748)$20.765804$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.281117, 4.0775037, -30.913342)$252.64719$0$4.0$4A$(15.109294, 4.076893, -33.149162)$262.1445$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2465$B(9.739038, 3.7265792, -14.218679)$0P$(11.240138, 4.078672, -14.57683)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578447, 4.0779357, -16.317488)$19.983854$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.216392, 4.0747795, -30.929243)$252.64719$0$4.0$4A$(15.047303, 4.0769877, -33.16125)$261.36255$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2466$B(9.671363, 3.7264853, -14.145058)$0P$(11.240138, 4.078672, -14.57683)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578447, 4.0779357, -16.317488)$19.364706$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.216392, 4.0747795, -30.929243)$252.64719$0$4.0$4A$(15.047303, 4.0769877, -33.16125)$261.36255$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2467$B(9.671363, 3.7264853, -14.145058)$0P$(11.240138, 4.078672, -14.57683)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578447, 4.0779357, -16.317488)$18.564138$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.216392, 4.0747795, -30.929243)$252.64719$0$4.0$4A$(15.047303, 4.0769877, -33.16125)$260.56198$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2468$B(9.671363, 3.7264853, -14.145058)$0P$(11.240138, 4.078672, -14.57683)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578447, 4.0779357, -16.317488)$17.67503$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.216392, 4.0747795, -30.929243)$252.64719$0$4.0$4A$(15.047303, 4.0769877, -33.16125)$259.67288$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2469$B(9.671363, 3.7264853, -14.145058)$0P$(11.240138, 4.078672, -14.57683)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578447, 4.0779357, -16.317488)$16.670855$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.216392, 4.0747795, -30.929243)$252.64719$0$4.0$4A$(15.047303, 4.0769877, -33.16125)$258.6687$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2470$B(9.671363, 3.7264853, -14.145058)$0P$(11.172462, 4.078766, -14.503209)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578133, 4.0779357, -16.317495)$15.616635$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.155232, 4.07514, -30.94371)$252.64719$0$4.0$4A$(14.988598, 4.077104, -33.184464)$258.6687$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2471$B(9.603687, 3.7265792, -14.071438)$0P$(11.172462, 4.078766, -14.503209)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578133, 4.0779357, -16.317495)$14.812918$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.155232, 4.07514, -30.94371)$252.64719$0$4.0$4A$(14.988598, 4.077104, -33.184464)$259.4724$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
2472$B(9.603687, 3.7265792, -14.071438)$0P$(11.172462, 4.078766, -14.503209)$324.4672$leftShoulderJoint:(0.25447652, 0.11596305, -3.1007392E-9, 0.9601012);leftElbowJoint:(-0.42204943, 0.18313944, -2.3278897E-8, 0.8878819);rightShoulderJoint:(-0.071789466, 0.18007699, 2.5540619E-8, 0.98102933);rightElbowJoint:(0.28981277, 0.26521665, 7.4310007E-9, 0.91960245);$10.0$1A$(7.9578133, 4.0779357, -16.317495)$14.18201$0$0.0$2A$(1.2943486, 4.0779843, -4.638961)$67.21283$0$0.0$3A$(11.155232, 4.07514, -30.94371)$252.64719$0$4.0$4A$(14.988598, 4.077104, -33.184464)$258.8415$0$4.0$5A$(5.452081, 4.0778337, -2.4911227)$153.8386$0$0.0$
