*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(41.442863, 4.0, -3.4252815)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(5.1782646, 4.0, -2.4962654)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-18.152615, 4.0, 1.1153564)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-7.595375, 4.0, -19.452581)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(30.006912, 4.0, -25.468725)
0$B(0.0, -4.1499996, 0.0)$0P$(41.442863, 4.0, -3.4252815)$270.0$0$0$1A$(5.1782646, 4.0, -2.4962654)$91.46747$0$1$2A$(-18.152615, 4.0, 1.1153564)$94.69237$0$1$3A$(-7.595375, 4.0, -19.452581)$72.23628$0$0$4A$(30.006912, 4.0, -25.468725)$281.0584$0$1$
NEWD!N!5!templateshirt.JPG!skin1.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(22.941164, 5.0, -6.5546837)
1$B(41.5786, 3.0354393, -4.950614)$0P$(41.448154, 4.0784693, -3.4252815)$270.0$0$0$1A$(5.2219877, 4.0155735, -2.4988227)$91.46747$0$1$2A$(-18.114998, 4.0156097, 1.0930154)$104.69237$0$1$3A$(-7.595378, 4.0156164, -19.45258)$82.23628$0$0$4A$(29.940952, 3.997275, -25.45905)$291.0584$0$1$5N$(22.941164, 5.0, -6.5546837)$0.0$leftShoulderJoint:(0.0, 0.0, 0.0, 1.0);leftElbowJoint:(0.0, 0.0, 0.0, 1.0);rightShoulderJoint:(0.0, 0.0, 0.0, 1.0);rightElbowJoint:(0.0, 0.0, 0.0, 1.0);$0$
1971$B(29.317823, 3.700376, 1.8057241)$0P$(31.128399, 4.0786095, 2.2787914)$299.404$1$1$1A$(31.801298, 4.076806, -2.056418)$302.09937$0$1$2A$(11.112739, 4.0777726, -4.782485)$73.847916$0$0$3A$(16.830158, 4.077354, -1.5105578)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$74.44707$0$0$5N$(19.476427, 4.0785046, 2.8131163)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1972$B(29.317823, 3.700376, 1.8057241)$0P$(31.128399, 4.0786095, 2.2787914)$299.404$1$1$1A$(31.801298, 4.076806, -2.056418)$302.09937$0$1$2A$(11.112739, 4.0777726, -4.782485)$73.847916$0$0$3A$(16.830158, 4.077354, -1.5105578)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$74.44707$0$0$5N$(19.476427, 4.0785046, 2.8131163)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1973$B(29.172626, 3.444926, 1.8875515)$0P$(31.04128, 4.078245, 2.3278878)$299.404$1$1$1A$(31.744959, 4.076736, -2.027375)$302.09937$0$1$2A$(11.112708, 4.07777, -4.7824907)$73.847916$0$0$3A$(16.790154, 4.077605, -1.4619704)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$74.44707$0$0$5N$(19.404568, 4.0785065, 2.8826597)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1974$B(29.172626, 3.444926, 1.8875515)$0P$(31.04128, 4.078245, 2.3278878)$299.404$1$1$1A$(31.744959, 4.076736, -2.027375)$302.09937$0$1$2A$(11.112708, 4.07777, -4.7824907)$73.847916$0$0$3A$(16.790154, 4.077605, -1.4619704)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$74.44707$0$0$5N$(19.404568, 4.0785065, 2.8826597)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1975$B(29.02743, 3.186751, 1.969379)$0P$(30.954163, 4.078412, 2.3769841)$299.404$1$1$1A$(31.688654, 4.076698, -1.9983577)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.750229, 4.0781765, -1.4139062)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.404568, 4.0785065, 2.8826597)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1976$B(29.02743, 3.186751, 1.969379)$0P$(30.954163, 4.078412, 2.3769841)$299.404$1$1$1A$(31.688654, 4.076698, -1.9983577)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.750229, 4.0781765, -1.4139062)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.332706, 4.0785, 2.9522042)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1977$B(29.02743, 3.186751, 1.969379)$0P$(30.954163, 4.078412, 2.3769841)$299.404$1$1$1A$(31.688654, 4.076698, -1.9983577)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.750229, 4.0781765, -1.4139062)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.332706, 4.0785, 2.9522042)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1978$B(28.882233, 2.9258509, 2.0512064)$0P$(30.867043, 4.079339, 2.4260805)$299.404$1$1$1A$(31.632532, 4.076815, -1.9694394)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.729025, 4.0884695, -1.3873003)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.332706, 4.0785, 2.9522042)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1979$B(28.882233, 2.9258509, 2.0512064)$0P$(30.867043, 4.079339, 2.4260805)$299.404$1$1$1A$(31.632532, 4.076815, -1.9694394)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.729025, 4.0884695, -1.3873003)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.260847, 4.078519, 3.0217464)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1980$B(28.882233, 2.9258509, 2.0512064)$0P$(30.867043, 4.079339, 2.4260805)$299.404$1$1$1A$(31.632532, 4.076815, -1.9694394)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.729025, 4.0884695, -1.3873003)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.260847, 4.078519, 3.0217464)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1981$B(28.737036, 2.662226, 2.1330338)$0P$(30.779924, 4.078244, 2.4751768)$299.404$1$1$1A$(31.576376, 4.076905, -1.9405125)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.685974, 4.0857444, -1.3363981)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.188988, 4.0785666, 3.0912898)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1982$B(28.737036, 2.662226, 2.1330338)$0P$(30.779924, 4.078244, 2.4751768)$299.404$1$1$1A$(31.576376, 4.076905, -1.9405125)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.685974, 4.0857444, -1.3363981)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.188988, 4.0785666, 3.0912898)$314.0608$leftShoulderJoint:(0.06253629, 0.5680624, -0.7914034, -0.21696751);leftElbowJoint:(-0.014881001, 0.9884318, 0.013194895, 0.15035647);rightShoulderJoint:(-0.020481035, 0.9450093, 0.32633922, -0.0063862614);rightElbowJoint:(0.8599463, 0.42533758, -0.03709632, 0.2796502);$1$
1983$B(28.591839, 2.395876, 2.2148612)$0P$(30.692806, 4.078247, 2.5242755)$299.404$1$1$1A$(31.519974, 4.0767927, -1.911472)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.642721, 4.0830193, -1.2856678)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.188988, 4.0785666, 3.0912898)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1984$B(28.591839, 2.395876, 2.2148612)$0P$(30.692806, 4.078247, 2.5242755)$299.404$1$1$1A$(31.519974, 4.0767927, -1.911472)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.642721, 4.0830193, -1.2856678)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.117128, 4.078247, 3.1608331)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1985$B(28.591839, 2.395876, 2.2148612)$0P$(30.692806, 4.078247, 2.5242755)$299.404$1$1$1A$(31.519974, 4.0767927, -1.911472)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.642721, 4.0830193, -1.2856678)$324.32193$0$1$4A$(15.876186, 4.078176, -3.332514)$73.21005$0$0$5N$(19.117128, 4.078247, 3.1608331)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1986$B(28.446642, 2.126801, 2.2966886)$0P$(30.605688, 4.078647, 2.5733743)$299.404$1$1$1A$(31.464024, 4.0770574, -1.8826649)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.599274, 4.080294, -1.2351038)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(19.045263, 4.0785365, 3.2303753)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1987$B(28.446642, 2.126801, 2.2966886)$0P$(30.605688, 4.078647, 2.5733743)$299.404$1$1$1A$(31.464024, 4.0770574, -1.8826649)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.599274, 4.080294, -1.2351038)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(19.045263, 4.0785365, 3.2303753)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1988$B(28.446642, 2.126801, 2.2966886)$0P$(30.605688, 4.078647, 2.5733743)$299.404$1$1$1A$(31.464024, 4.0770574, -1.8826649)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.599274, 4.080294, -1.2351038)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(19.045263, 4.0785365, 3.2303753)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1989$B(28.301445, 1.855001, 2.378516)$0P$(30.51857, 4.0784006, 2.6224706)$299.404$1$1$1A$(31.407774, 4.077074, -1.8537163)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.55564, 4.077569, -1.1847011)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.973404, 4.0782466, 3.2999175)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1990$B(28.301445, 1.855001, 2.378516)$0P$(30.51857, 4.0784006, 2.6224706)$299.404$1$1$1A$(31.407774, 4.077074, -1.8537163)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.55564, 4.077569, -1.1847011)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.973404, 4.0782466, 3.2999175)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1991$B(28.156248, 1.580476, 2.4603434)$0P$(30.431452, 4.078252, 2.671567)$299.404$1$1$1A$(31.351528, 4.0770974, -1.8247792)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.513512, 4.0769567, -1.1364069)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.973404, 4.0782466, 3.2999175)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1992$B(28.156248, 1.580476, 2.4603434)$0P$(30.431452, 4.078252, 2.671567)$299.404$1$1$1A$(31.351528, 4.0770974, -1.8247792)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.513512, 4.0769567, -1.1364069)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.901546, 4.0782566, 3.3694596)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1993$B(28.156248, 1.580476, 2.4603434)$0P$(30.431452, 4.078252, 2.671567)$299.404$1$1$1A$(31.351528, 4.0770974, -1.8247792)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.513512, 4.0769567, -1.1364069)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.901546, 4.0782566, 3.3694596)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1994$B(28.011051, 1.303226, 2.5421708)$0P$(30.344334, 4.0782475, 2.7206633)$299.404$1$1$1A$(31.295256, 4.0771008, -1.7958351)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.47188, 4.0770946, -1.0889878)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.829685, 4.0785074, 3.4390035)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1995$B(28.011051, 1.303226, 2.5421708)$0P$(30.344334, 4.0782475, 2.7206633)$299.404$1$1$1A$(31.295256, 4.0771008, -1.7958351)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.47188, 4.0770946, -1.0889878)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.829685, 4.0785074, 3.4390035)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1996$B(28.011051, 1.303226, 2.5421708)$0P$(30.344334, 4.0782475, 2.7206633)$299.404$1$1$1A$(31.295256, 4.0771008, -1.7958351)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.47188, 4.0770946, -1.0889878)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.829685, 4.0785074, 3.4390035)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1997$B(27.865854, 1.023251, 2.6239982)$0P$(30.257215, 4.0782433, 2.7697597)$299.404$1$1$1A$(31.238977, 4.077102, -1.7668965)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.429922, 4.0770454, -1.0415238)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.757824, 4.0782604, 3.5085473)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1998$B(27.865854, 1.023251, 2.6239982)$0P$(30.257215, 4.0782433, 2.7697597)$299.404$1$1$1A$(31.238977, 4.077102, -1.7668965)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.429922, 4.0770454, -1.0415238)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$71.97582$0$0$5N$(18.757824, 4.0782604, 3.5085473)$314.0608$leftShoulderJoint:(0.042209603, 0.7927568, -0.60294163, -0.07884444);leftElbowJoint:(-0.8742149, 0.40912202, 0.061120465, 0.25422812);rightShoulderJoint:(-0.021004217, 0.9435483, 0.33043313, -0.009452414);rightElbowJoint:(0.85568994, 0.43585327, -0.036812916, 0.276535);$1$
1999$B(27.838873, 1.1928711, 2.6392035)$0P$(30.192692, 4.078267, 2.8245058)$299.404$1$1$1A$(31.182941, 4.0773044, -1.7380849)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.387865, 4.077057, -0.99425524)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$70.71922$0$0$5N$(18.757824, 4.0782604, 3.5085473)$314.0608$leftShoulderJoint:(0.063095056, 0.56585103, -0.79089355, -0.22431889);leftElbowJoint:(-0.014476223, 0.9877004, 0.01315599, 0.15513074);rightShoulderJoint:(-0.021185577, 0.94270635, 0.33279574, -0.01014442);rightElbowJoint:(0.85421735, 0.43983522, -0.036711916, 0.27479067);$1$
2000$B(27.838873, 1.1928711, 2.6392035)$0P$(30.192692, 4.078267, 2.8245058)$299.404$1$1$1A$(31.182941, 4.0773044, -1.7380849)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.387865, 4.077057, -0.99425524)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$70.71922$0$0$5N$(18.685963, 4.078512, 3.578091)$314.0608$leftShoulderJoint:(0.063095056, 0.56585103, -0.79089355, -0.22431889);leftElbowJoint:(-0.014476223, 0.9877004, 0.01315599, 0.15513074);rightShoulderJoint:(-0.021185577, 0.94270635, 0.33279574, -0.01014442);rightElbowJoint:(0.85421735, 0.43983522, -0.036711916, 0.27479067);$1$
2001$B(27.838873, 1.1928711, 2.6392035)$0P$(30.192692, 4.078267, 2.8245058)$299.404$1$1$1A$(31.182941, 4.0773044, -1.7380849)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.387865, 4.077057, -0.99425524)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$70.71922$0$0$5N$(18.685963, 4.078512, 3.578091)$314.0608$leftShoulderJoint:(0.063095056, 0.56585103, -0.79089355, -0.22431889);leftElbowJoint:(-0.014476223, 0.9877004, 0.01315599, 0.15513074);rightShoulderJoint:(-0.021185577, 0.94270635, 0.33279574, -0.01014442);rightElbowJoint:(0.85421735, 0.43983522, -0.036711916, 0.27479067);$1$
2002$B(27.811892, 1.3597661, 2.654409)$0P$(30.105572, 4.0784006, 2.8736022)$299.404$1$1$1A$(31.126925, 4.077464, -1.70912)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.34579, 4.077205, -0.9472505)$323.0877$0$1$4A$(15.876186, 4.078176, -3.332514)$70.71922$0$0$5N$(18.685963, 4.078512, 3.578091)$314.0608$leftShoulderJoint:(0.063095056, 0.56585103, -0.79089355, -0.22431889);leftElbowJoint:(-0.014476223, 0.9877004, 0.01315599, 0.15513074);rightShoulderJoint:(-0.021185577, 0.94270635, 0.33279574, -0.01014442);rightElbowJoint:(0.85421735, 0.43983522, -0.036711916, 0.27479067);$1$
2003$B(27.811892, 1.3597661, 2.654409)$0P$(30.105572, 4.0784006, 2.8736022)$299.404$1$1$1A$(31.126925, 4.077464, -1.70912)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.34579, 4.077205, -0.9472505)$321.85553$0$1$4A$(15.876186, 4.078176, -3.332514)$70.71922$0$0$5N$(18.614096, 4.078511, 3.6476347)$314.0608$leftShoulderJoint:(0.063095056, 0.56585103, -0.79089355, -0.22431889);leftElbowJoint:(-0.014476223, 0.9877004, 0.01315599, 0.15513074);rightShoulderJoint:(-0.021185577, 0.94270635, 0.33279574, -0.01014442);rightElbowJoint:(0.85421735, 0.43983522, -0.036711916, 0.27479067);$1$
2004$B(27.811892, 1.3597661, 2.654409)$0P$(30.105572, 4.0784006, 2.8736022)$299.404$1$1$1A$(31.126925, 4.077464, -1.70912)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.34579, 4.077205, -0.9472505)$321.85553$0$1$4A$(15.876186, 4.078176, -3.332514)$70.71922$0$0$5N$(18.614096, 4.078511, 3.6476347)$314.0608$leftShoulderJoint:(0.063095056, 0.56585103, -0.79089355, -0.22431889);leftElbowJoint:(-0.014476223, 0.9877004, 0.01315599, 0.15513074);rightShoulderJoint:(-0.021185577, 0.94270635, 0.33279574, -0.01014442);rightElbowJoint:(0.85421735, 0.43983522, -0.036711916, 0.27479067);$1$
2005$B(27.78491, 1.5239362, 2.6696143)$0P$(30.018454, 4.078248, 2.9226985)$299.404$1$1$1A$(31.070522, 4.0773077, -1.6799748)$302.09937$0$1$2A$(11.1126795, 4.0777745, -4.782502)$73.847916$0$0$3A$(16.303738, 4.07752, -0.90053874)$321.85553$0$1$4A$(15.876186, 4.078176, -3.332514)$70.71922$0$0$5N$(18.542236, 4.0782537, 3.7171786)$314.0608$leftShoulderJoint:(0.063095056, 0.56585103, -0.79089355, -0.22431889);leftElbowJoint:(-0.014476223, 0.9877004, 0.01315599, 0.15513074);rightShoulderJoint:(-0.021185577, 0.94270635, 0.33279574, -0.01014442);rightElbowJoint:(0.85421735, 0.43983522, -0.036711916, 0.27479067);$1$
