*------------------------------------*
NEWD!P!0!templateshirt.JPG!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(28.33449, 4.0, 5.0551033)
NEWD!A!1!shirtyellowbob.jpg!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(4.188759, 4.0, -49.317314)
NEWD!A!2!shirtyellowcarl.jpg!skinCarl.jpg!shortsblue.jpg!shoesgreen.jpg!Carl.jpg!(-25.907146, 4.0, -22.273657)
NEWD!A!3!shirtyellowalan.jpg!skinAlan.jpg!shortsblue.jpg!shoesgreen.jpg!Alan.jpg!(-15.410032, 4.0, 5.6521225)
NEWD!A!4!templateshirt.JPG!skinBob.jpg!shortsblue.jpg!shoesgreen.jpg!Bob.jpg!(42.169712, 4.0, -24.390009)
0$B(0.0, -4.1499996, 0.0)$0P$(28.33449, 4.0, 5.0551033)$274.539$leftShoulderJoint:(0.29368997, -0.93570536, -2.7521036E-8, 0.19545268);leftElbowJoint:(-0.029218147, -0.26376444, 3.352716E-8, 0.9641445);rightShoulderJoint:(-0.9336291, 0.31877473, 6.309012E-8, 0.16346104);rightElbowJoint:(-0.019697968, -0.15693101, -5.0506954E-10, 0.9874131);$0.0$1A$(4.188759, 4.0, -49.317314)$24.223923$0$4.0$2A$(-25.907146, 4.0, -22.273657)$63.2595$0$0.0$3A$(-15.410032, 4.0, 5.6521225)$90.78191$0$4.0$4A$(42.169712, 4.0, -24.390009)$278.01074$0$4.0$
5374$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$287.74704$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$253.90356$0$4.0$5N$(15.514424, 4.0756316, -11.4977)$309.1689$0$10.0$
5375$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$287.45895$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$254.19165$0$4.0$5N$(15.514424, 4.0756316, -11.4977)$309.1689$0$10.0$
5376$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$287.1349$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$253.86758$0$0.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5377$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$286.80222$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$254.20026$0$4.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5378$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$286.4675$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$253.86555$0$0.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5379$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$286.13168$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$253.52974$0$4.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5380$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$285.79214$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$253.1902$0$4.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5381$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$285.25208$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$252.65015$0$4.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5382$B(13.873883, 5.193601, 9.138834)$0P$(14.113411, 4.0786324, 9.324003)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.734297, 4.076239, -19.720734)$312.02847$0$4.0$2A$(2.3709428, 4.07685, -10.61073)$284.84857$0$4.0$3A$(16.976147, 4.072524, 5.0971084)$286.7476$0$4.0$4A$(4.8349376, 4.0351143, -9.543408)$252.24664$0$4.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5383$B(13.873883, 5.193601, 9.138834)$0P$(14.0134115, 4.0782943, 9.32378)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.683798, 4.076224, -19.68253)$312.02847$0$4.0$2A$(2.307549, 4.0767603, -10.609281)$284.20578$0$4.0$3A$(16.915716, 4.073704, 5.109945)$286.7476$0$4.0$4A$(4.7889247, 4.0437093, -9.568734)$252.24664$0$4.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5384$B(13.773884, 5.193263, 9.138611)$0P$(14.0134115, 4.0782943, 9.32378)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.683798, 4.076224, -19.68253)$312.02847$0$4.0$2A$(2.307549, 4.0767603, -10.609281)$283.774$0$4.0$3A$(16.915716, 4.073704, 5.109945)$286.7476$0$4.0$4A$(4.7889247, 4.0437093, -9.568734)$251.81487$0$4.0$5N$(15.449818, 4.078476, -11.445066)$309.1689$0$10.0$
5385$B(13.773884, 5.193263, 9.138611)$0P$(14.0134115, 4.0782943, 9.32378)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.683798, 4.076224, -19.68253)$312.02847$0$4.0$2A$(2.307549, 4.0767603, -10.609281)$283.32455$0$4.0$3A$(16.915716, 4.073704, 5.109945)$286.7476$0$4.0$4A$(4.7889247, 4.0437093, -9.568734)$251.36545$0$0.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5386$B(13.773884, 5.193263, 9.138611)$0P$(14.0134115, 4.0782943, 9.32378)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.683798, 4.076224, -19.68253)$312.02847$0$4.0$2A$(2.307549, 4.0767603, -10.609281)$282.96466$0$4.0$3A$(16.915716, 4.073704, 5.109945)$286.7476$0$4.0$4A$(4.7889247, 4.0437093, -9.568734)$251.72534$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5387$B(13.773884, 5.193263, 9.138611)$0P$(14.0134115, 4.0782943, 9.32378)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.683798, 4.076224, -19.68253)$312.02847$0$4.0$2A$(2.307549, 4.0767603, -10.609281)$282.67545$0$4.0$3A$(16.915716, 4.073704, 5.109945)$286.7476$0$4.0$4A$(4.7889247, 4.0437093, -9.568734)$251.72534$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5388$B(13.773884, 5.193263, 9.138611)$0P$(14.0134115, 4.0782943, 9.32378)$268.79803$leftShoulderJoint:(0.35287693, 0.2289313, -2.7746256E-9, 0.90723115);leftElbowJoint:(-0.9444566, 0.012822852, -1.6299156E-9, 0.328386);rightShoulderJoint:(-0.21822299, 0.16555491, 2.6855075E-8, 0.9617538);rightElbowJoint:(0.8842897, 0.29890704, 2.2673802E-8, 0.35872898);$10.0$1A$(20.683798, 4.076224, -19.68253)$312.02847$0$4.0$2A$(2.307549, 4.0767603, -10.609281)$282.39093$0$4.0$3A$(16.915716, 4.073704, 5.109945)$286.7476$0$4.0$4A$(4.7889247, 4.0437093, -9.568734)$251.44083$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5389$B(13.773884, 5.193263, 9.138611)$0P$(14.0134115, 4.0782943, 9.32378)$268.99304$leftShoulderJoint:(0.3515915, 0.22746134, -2.7787563E-9, 0.90809953);leftElbowJoint:(-0.9442265, 0.020007279, -2.54313E-9, 0.32868844);rightShoulderJoint:(-0.21648729, 0.16698952, 2.7007397E-8, 0.96189797);rightElbowJoint:(0.9140001, 0.011535842, 2.3435598E-8, 0.40555);$10.0$1A$(20.683798, 4.076224, -19.68253)$312.02847$0$4.0$2A$(2.307549, 4.0767603, -10.609281)$281.5285$0$4.0$3A$(16.915716, 4.073704, 5.109945)$286.7476$0$4.0$4A$(4.7889247, 4.0437093, -9.568734)$250.57838$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5390$B(14.028133, 4.92957, 9.152596)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$281.07608$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$251.0308$0$4.0$5N$(15.359367, 4.075651, -11.371379)$309.1689$0$10.0$
5391$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$280.80997$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$250.7647$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5392$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$280.5444$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$251.03024$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5393$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$280.2218$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$250.70766$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5394$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$279.8854$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$250.70766$0$4.0$5N$(15.372289, 4.0783763, -11.381906)$309.1689$0$10.0$
5395$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$279.54715$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$251.04593$0$4.0$5N$(15.29476, 4.0784807, -11.318745)$309.1689$0$10.0$
5396$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$279.21188$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$251.3812$0$4.0$5N$(15.29476, 4.0784807, -11.318745)$309.1689$0$10.0$
5397$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$278.54584$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$251.3812$0$4.0$5N$(15.29476, 4.0784807, -11.318745)$309.1689$0$10.0$
5398$B(13.925685, 4.929721, 9.152305)$0P$(13.913412, 4.0784445, 9.323557)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.633427, 4.076334, -19.644436)$312.02847$0$4.0$2A$(2.244654, 4.0770483, -10.608462)$278.1149$0$4.0$3A$(16.854897, 4.074608, 5.122642)$286.29517$0$4.0$4A$(4.734302, 4.040984, -9.606955)$251.81213$0$4.0$5N$(15.29476, 4.0784807, -11.318745)$309.1689$0$10.0$
5399$B(13.925685, 4.929721, 9.152305)$0P$(13.813413, 4.078598, 9.323334)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.58314, 4.0765276, -19.606422)$312.02847$0$4.0$2A$(2.1816797, 4.077277, -10.608547)$277.59485$0$4.0$3A$(16.78959, 4.0718827, 5.1360435)$286.29517$0$4.0$4A$(4.668055, 4.038259, -9.599485)$251.2921$0$4.0$5N$(15.281838, 4.0757556, -11.308218)$309.1689$0$10.0$
5400$B(13.8256855, 4.9298744, 9.1520815)$0P$(13.813413, 4.078598, 9.323334)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.58314, 4.0765276, -19.606422)$312.02847$0$4.0$2A$(2.1816797, 4.077277, -10.608547)$277.18286$0$4.0$3A$(16.78959, 4.0718827, 5.1360435)$286.29517$0$4.0$4A$(4.668055, 4.038259, -9.599485)$250.88013$0$4.0$5N$(15.281838, 4.0757556, -11.308218)$309.1689$0$10.0$
5401$B(13.8256855, 4.9298744, 9.1520815)$0P$(13.813413, 4.078598, 9.323334)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.58314, 4.0765276, -19.606422)$312.02847$0$4.0$2A$(2.1816797, 4.077277, -10.608547)$276.7426$0$4.0$3A$(16.78959, 4.0718827, 5.1360435)$286.29517$0$4.0$4A$(4.668055, 4.038259, -9.599485)$250.43988$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5402$B(13.8256855, 4.9298744, 9.1520815)$0P$(13.813413, 4.078598, 9.323334)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.58314, 4.0765276, -19.606422)$312.02847$0$4.0$2A$(2.1816797, 4.077277, -10.608547)$276.30438$0$4.0$3A$(16.78959, 4.0718827, 5.1360435)$286.29517$0$4.0$4A$(4.668055, 4.038259, -9.599485)$250.8781$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5403$B(13.8256855, 4.9298744, 9.1520815)$0P$(13.813413, 4.078598, 9.323334)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.58314, 4.0765276, -19.606422)$312.02847$0$4.0$2A$(2.1816797, 4.077277, -10.608547)$275.9895$0$4.0$3A$(16.78959, 4.0718827, 5.1360435)$286.29517$0$4.0$4A$(4.668055, 4.038259, -9.599485)$250.5632$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5404$B(13.8256855, 4.9298744, 9.1520815)$0P$(13.813413, 4.078598, 9.323334)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.58314, 4.0765276, -19.606422)$312.02847$0$4.0$2A$(2.1816797, 4.077277, -10.608547)$275.66312$0$4.0$3A$(16.78959, 4.0718827, 5.1360435)$286.29517$0$4.0$4A$(4.668055, 4.038259, -9.599485)$250.88957$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5405$B(13.8256855, 4.9298744, 9.1520815)$0P$(13.813413, 4.078598, 9.323334)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.58314, 4.0765276, -19.606422)$312.02847$0$4.0$2A$(2.1816797, 4.077277, -10.608547)$275.043$0$4.0$3A$(16.78959, 4.0718827, 5.1360435)$286.29517$0$4.0$4A$(4.668055, 4.038259, -9.599485)$250.26944$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
5406$B(13.8256855, 4.9298744, 9.1520815)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.64886$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.66356$0$4.0$5N$(15.204309, 4.075658, -11.245057)$309.1689$0$10.0$
5407$B(13.725686, 4.929757, 9.151858)$0P$(13.713413, 4.0784807, 9.323111)$268.99304$leftShoulderJoint:(0.35100403, 0.22884227, -2.7346925E-9, 0.90797985);leftElbowJoint:(-0.9443563, 0.016878543, -2.1454358E-9, 0.32849118);rightShoulderJoint:(-0.21687502, 0.16590287, 2.6871476E-8, 0.9619987);rightElbowJoint:(0.9139001, 0.014370082, 2.3433035E-8, 0.405685);$10.0$1A$(20.532555, 4.0764494, -19.568201)$312.02847$0$4.0$2A$(2.117935, 4.07693, -10.608524)$274.3656$0$4.0$3A$(16.72913, 4.0731487, 5.1482387)$285.90103$0$4.0$4A$(4.6072693, 4.035534, -9.6268635)$250.3803$0$4.0$5N$(15.217231, 4.078383, -11.255584)$309.1689$0$10.0$
